,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
train,381,50,RL,50.0,5000.0,Pave,0,Lvl,3,Inside,0,SWISU,Norm,Norm,1Fam,1.5Fin,5,6,1924.0,1950.0,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,1,3,BrkTil,2,3,1,2,218.0,1,0.0,808.0,1026.0,GasA,3,Y,SBrkr,1026.0,665.0,0.0,1691.0,0,0,2,0,3,1,3,6,6,1,4,Detchd,1924.0,1,1,308.0,3,3,2,0.0,0.0,242.0,0.0,0.0,0.0,0,0,0.0,5,2010,WD,Normal,127000.0
train,382,20,FV,60.0,7200.0,Pave,0,Lvl,3,Inside,0,Somerst,Norm,Norm,1Fam,1Story,7,5,2006.0,2006.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,PConc,3,4,1,1,0.0,1,0.0,1293.0,1293.0,GasA,5,Y,SBrkr,1301.0,0.0,0.0,1301.0,1,0,2,0,2,1,3,5,6,1,4,Attchd,2006.0,2,2,572.0,3,3,2,216.0,121.0,0.0,0.0,0.0,0.0,0,0,0.0,8,2006,New,Partial,187750.0
train,383,60,RL,79.0,9245.0,Pave,1,Lvl,3,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006.0,2006.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,PConc,3,3,3,1,0.0,1,0.0,939.0,939.0,GasA,5,Y,SBrkr,939.0,858.0,0.0,1797.0,0,0,2,1,3,1,3,8,6,0,0,Attchd,2006.0,2,2,639.0,3,3,2,144.0,53.0,0.0,0.0,0.0,0.0,0,0,0.0,4,2007,WD,Normal,213500.0
train,384,45,RH,60.0,9000.0,Pave,0,Lvl,3,Corner,0,SawyerW,Norm,Norm,1Fam,1.5Unf,6,3,1928.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,1,3,BrkTil,1,2,1,1,0.0,1,0.0,784.0,784.0,GasA,3,N,FuseA,784.0,0.0,0.0,784.0,0,0,1,0,2,1,2,5,6,0,0,Detchd,1950.0,1,2,360.0,2,2,0,0.0,0.0,91.0,0.0,0.0,0.0,0,0,0.0,10,2009,WD,Normal,76000.0
train,385,60,RL,110.0,53107.0,Pave,2,Low,3,Corner,1,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1992.0,1992.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,3,PConc,3,3,3,6,985.0,1,0.0,595.0,1580.0,GasA,5,Y,SBrkr,1079.0,874.0,0.0,1953.0,1,0,2,1,3,1,3,9,6,2,2,Attchd,1992.0,3,2,501.0,3,3,2,216.0,231.0,0.0,0.0,0.0,0.0,0,0,0.0,6,2007,WD,Normal,240000.0
train,386,120,RL,43.0,3182.0,Pave,0,Lvl,3,Inside,0,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2004.0,2005.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,2,3,PConc,3,3,1,6,24.0,1,0.0,1232.0,1256.0,GasA,5,Y,SBrkr,1269.0,0.0,0.0,1269.0,0,0,2,0,2,1,3,6,6,1,3,Attchd,2004.0,3,2,430.0,3,3,2,146.0,20.0,0.0,0.0,144.0,0.0,0,0,0.0,4,2010,WD,Normal,192000.0
train,387,50,RL,58.0,8410.0,Pave,0,Lvl,3,FR2,0,Edwards,Feedr,Norm,1Fam,1.5Fin,5,3,1910.0,1996.0,Gambrel,CompShg,Wd Sdng,VinylSd,None,0.0,1,2,PConc,2,3,1,1,0.0,1,0.0,658.0,658.0,GasA,3,Y,SBrkr,658.0,526.0,0.0,1184.0,0,0,1,0,5,1,2,8,6,0,0,Detchd,1920.0,0,0,0.0,0,0,0,0.0,151.0,0.0,0.0,0.0,0.0,0,0,0.0,5,2006,WD,AdjLand,81000.0
train,388,80,RL,72.0,7200.0,Pave,0,Lvl,3,Inside,0,Edwards,Norm,Norm,1Fam,SLvl,6,6,1976.0,1976.0,Hip,CompShg,MetalSd,MetalSd,BrkFace,255.0,1,3,CBlock,2,3,3,5,631.0,1,0.0,410.0,1041.0,GasA,5,Y,SBrkr,1125.0,0.0,0.0,1125.0,1,0,1,0,3,1,2,6,6,1,2,Attchd,1977.0,1,1,352.0,3,3,2,296.0,0.0,0.0,0.0,0.0,0.0,0,3,0.0,10,2009,WD,Abnorml,125000.0
train,389,20,RL,93.0,9382.0,Pave,1,Lvl,3,CulDSac,0,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999.0,2000.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,125.0,2,3,PConc,3,3,1,1,0.0,1,0.0,1468.0,1468.0,GasA,5,Y,SBrkr,1479.0,0.0,0.0,1479.0,0,0,2,0,3,1,3,6,6,0,0,Attchd,1999.0,2,2,577.0,3,3,2,120.0,25.0,0.0,0.0,0.0,0.0,0,0,0.0,7,2008,WD,Normal,191000.0
train,390,60,RL,96.0,12474.0,Pave,0,Lvl,3,Inside,0,NridgHt,Norm,Norm,1Fam,2Story,10,5,2007.0,2008.0,Gable,CompShg,VinylSd,VinylSd,Stone,272.0,3,3,PConc,4,3,3,6,1280.0,1,0.0,402.0,1682.0,GasA,5,Y,SBrkr,1742.0,590.0,0.0,2332.0,1,0,2,1,3,1,4,9,6,1,5,Attchd,2008.0,3,3,846.0,3,3,2,196.0,134.0,0.0,0.0,0.0,0.0,0,0,0.0,8,2008,New,Partial,426000.0
train,391,50,RL,50.0,8405.0,Pave,0,Lvl,3,Inside,0,Edwards,Norm,Norm,1Fam,1.5Fin,5,8,1900.0,1950.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,1,3,BrkTil,2,4,1,3,241.0,4,391.0,229.0,861.0,GasA,5,Y,SBrkr,961.0,406.0,0.0,1367.0,1,0,1,0,4,1,2,7,6,0,0,Detchd,1978.0,1,1,384.0,3,3,2,0.0,130.0,112.0,0.0,0.0,0.0,0,1,0.0,4,2008,WD,Normal,119000.0
train,392,60,RL,71.0,12209.0,Pave,1,Lvl,3,CulDSac,0,Mitchel,Norm,Norm,1Fam,2Story,6,5,2001.0,2002.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,1,3,PConc,4,3,1,5,690.0,1,0.0,114.0,804.0,GasA,5,Y,SBrkr,804.0,1157.0,0.0,1961.0,1,0,2,1,3,1,3,7,6,1,3,BuiltIn,2001.0,3,2,560.0,3,3,2,125.0,192.0,0.0,0.0,0.0,0.0,0,0,0.0,6,2009,WD,Normal,215000.0
train,393,20,RL,60.0,8339.0,Pave,1,Lvl,3,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,7,1959.0,1959.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,1,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,Y,SBrkr,882.0,0.0,0.0,882.0,0,0,1,0,3,1,2,5,6,0,0,Attchd,1959.0,2,1,294.0,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1200.0,7,2007,WD,Normal,106500.0
train,394,30,RL,70.0,7446.0,Pave,0,Lvl,3,Corner,0,BrkSide,Feedr,Norm,1Fam,1Story,4,5,1941.0,1950.0,Gable,CompShg,WdShing,Wd Shng,None,0.0,1,3,CBlock,2,3,1,3,266.0,1,0.0,522.0,788.0,GasA,3,Y,FuseA,788.0,0.0,0.0,788.0,0,0,1,0,2,1,2,4,6,2,3,Detchd,1910.0,0,0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0.0,4,2006,WD,Abnorml,100000.0
train,395,50,RL,60.0,10134.0,Pave,0,Lvl,3,Inside,0,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,1940.0,1950.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,1,3,CBlock,2,3,1,1,0.0,1,0.0,735.0,735.0,GasA,4,Y,FuseA,735.0,299.0,0.0,1034.0,0,0,1,0,2,1,2,5,6,0,0,Detchd,1940.0,1,1,240.0,3,3,2,0.0,39.0,0.0,0.0,0.0,0.0,0,0,0.0,7,2007,WD,Normal,109000.0
train,396,20,RL,68.0,9571.0,Pave,0,Lvl,3,Inside,0,Edwards,Norm,Norm,1Fam,1Story,5,6,1956.0,1956.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,1,3,CBlock,2,3,3,4,739.0,1,0.0,405.0,1144.0,GasA,3,Y,SBrkr,1144.0,0.0,0.0,1144.0,1,0,1,0,3,1,2,6,6,0,0,Attchd,1956.0,1,1,596.0,3,3,2,44.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,6,2010,WD,Normal,129000.0
train,397,20,RL,60.0,7200.0,Pave,0,Low,3,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972.0,1972.0,Hip,CompShg,MetalSd,MetalSd,None,0.0,1,3,CBlock,2,3,3,3,777.0,1,0.0,117.0,894.0,GasA,3,Y,SBrkr,894.0,0.0,0.0,894.0,0,0,1,0,2,1,2,6,6,0,0,Detchd,1985.0,2,2,600.0,3,3,2,215.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,9,2009,WD,Normal,123000.0
train,398,60,RL,69.0,7590.0,Pave,0,Lvl,3,Inside,0,NAmes,PosN,Norm,1Fam,2Story,5,5,1962.0,1962.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,288.0,1,3,CBlock,2,3,1,5,540.0,1,0.0,324.0,864.0,GasA,3,Y,SBrkr,876.0,936.0,0.0,1812.0,0,0,2,0,4,1,2,8,6,1,3,Attchd,1962.0,2,1,264.0,3,3,2,0.0,168.0,0.0,0.0,0.0,0.0,0,0,0.0,7,2007,WD,Normal,169500.0
train,399,30,RM,60.0,8967.0,Pave,0,Lvl,3,Corner,0,IDOTRR,Norm,Norm,1Fam,1Story,5,2,1920.0,1950.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,1,2,BrkTil,1,1,1,1,0.0,1,0.0,961.0,961.0,GasA,4,Y,Mix,1077.0,0.0,0.0,1077.0,0,0,1,0,2,1,2,6,1,0,0,Detchd,1920.0,1,1,338.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,11,2007,WD,Abnorml,67000.0
train,400,60,FV,65.0,8125.0,Pave,0,Lvl,3,Inside,0,Somerst,Norm,Norm,1Fam,2Story,7,5,2006.0,2007.0,Gable,CompShg,CemntBd,CmentBd,Stone,100.0,2,3,PConc,3,3,1,6,812.0,1,0.0,280.0,1092.0,GasA,5,Y,SBrkr,1112.0,438.0,0.0,1550.0,1,0,2,0,2,1,3,7,6,0,0,Attchd,2007.0,3,2,438.0,3,3,2,0.0,168.0,0.0,0.0,0.0,0.0,0,0,0.0,10,2009,WD,Normal,241000.0
train,401,120,RL,38.0,14963.0,Pave,2,Lvl,3,Inside,0,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1996.0,1996.0,Gable,CompShg,BrkFace,BrkFace,None,0.0,2,3,PConc,3,3,1,6,786.0,1,0.0,474.0,1260.0,GasA,5,Y,SBrkr,1288.0,0.0,0.0,1288.0,1,0,1,1,1,1,4,4,6,2,4,Attchd,1996.0,3,2,500.0,3,3,2,120.0,30.0,0.0,0.0,224.0,0.0,0,0,0.0,12,2008,WD,Normal,245500.0
train,402,20,RL,65.0,8767.0,Pave,1,Lvl,3,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005.0,2005.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,PConc,3,3,3,6,24.0,1,0.0,1286.0,1310.0,GasA,5,Y,SBrkr,1310.0,0.0,0.0,1310.0,0,0,2,0,3,1,3,6,6,1,4,Attchd,2005.0,3,2,400.0,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,7,2006,New,Partial,164990.0
train,403,30,RL,60.0,10200.0,Pave,0,Lvl,3,Inside,0,Sawyer,Norm,Norm,1Fam,1Story,5,8,1940.0,1997.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,1,3,PConc,2,3,1,1,0.0,1,0.0,672.0,672.0,GasA,5,Y,SBrkr,672.0,0.0,0.0,672.0,0,0,1,0,2,1,2,4,6,0,0,Detchd,1940.0,1,1,240.0,3,3,0,168.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,8,2008,WD,Normal,108000.0
train,404,60,RL,93.0,12090.0,Pave,0,Lvl,3,Corner,0,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998.0,1998.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,650.0,2,3,PConc,3,3,1,1,0.0,1,0.0,1141.0,1141.0,GasA,4,Y,SBrkr,1165.0,1098.0,0.0,2263.0,0,0,2,1,4,1,3,10,6,1,3,BuiltIn,1998.0,3,2,420.0,3,3,2,144.0,123.0,0.0,0.0,0.0,0.0,0,0,0.0,7,2006,WD,Abnorml,258000.0
train,405,60,RL,64.0,10364.0,Pave,1,Lvl,3,Inside,0,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995.0,1996.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,1,3,PConc,3,3,1,1,0.0,1,0.0,806.0,806.0,GasA,4,Y,SBrkr,806.0,766.0,0.0,1572.0,0,0,2,1,3,1,2,7,6,1,3,Attchd,1995.0,3,2,373.0,3,3,2,0.0,40.0,0.0,0.0,0.0,0.0,0,0,0.0,5,2007,WD,Normal,168000.0
train,406,20,RL,81.0,9991.0,Pave,1,Lvl,3,Corner,0,Sawyer,Feedr,Norm,1Fam,1Story,4,4,1976.0,1993.0,Gable,CompShg,Plywood,Plywood,None,0.0,1,3,CBlock,2,3,1,4,1116.0,1,0.0,165.0,1281.0,GasA,5,Y,SBrkr,1620.0,0.0,0.0,1620.0,1,0,2,0,3,1,2,8,5,1,3,Attchd,1993.0,1,2,490.0,3,3,2,120.0,78.0,0.0,0.0,0.0,0.0,0,3,0.0,6,2009,WD,Normal,150000.0
train,407,50,RL,51.0,10480.0,Pave,0,Lvl,3,Inside,0,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1936.0,1950.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,1,3,BrkTil,2,3,1,1,0.0,1,0.0,1064.0,1064.0,GasA,5,Y,FuseA,1166.0,0.0,473.0,1639.0,0,0,1,0,3,1,2,6,1,0,0,Attchd,1936.0,1,1,240.0,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,3,2008,WD,Normal,115000.0
train,408,70,RL,63.0,15576.0,Pave,0,Lvl,3,Inside,0,Crawfor,Norm,Norm,1Fam,2Story,6,7,1915.0,1976.0,Gable,CompShg,Wd Sdng,Plywood,None,0.0,1,3,BrkTil,3,3,1,1,0.0,1,0.0,840.0,840.0,GasA,5,Y,SBrkr,840.0,840.0,0.0,1680.0,0,0,2,0,4,1,2,8,6,0,0,Attchd,1960.0,1,1,308.0,3,3,2,0.0,0.0,160.0,0.0,0.0,0.0,0,0,0.0,3,2008,WD,Normal,177000.0
train,409,60,RL,109.0,14154.0,Pave,0,Lvl,3,Corner,0,NridgHt,Norm,Norm,1Fam,2Story,7,5,2006.0,2006.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,350.0,2,3,PConc,4,4,1,1,0.0,1,0.0,1063.0,1063.0,GasA,5,Y,SBrkr,1071.0,1101.0,0.0,2172.0,0,0,2,1,3,1,3,9,6,1,4,BuiltIn,2006.0,2,3,947.0,3,3,2,192.0,62.0,0.0,0.0,0.0,0.0,0,0,0.0,8,2007,New,Partial,280000.0
train,410,60,FV,85.0,10800.0,Pave,0,Lvl,3,Inside,0,Somerst,Norm,Norm,1Fam,2Story,8,5,2007.0,2008.0,Gable,CompShg,VinylSd,VinylSd,Stone,100.0,2,3,PConc,4,3,1,6,789.0,1,0.0,245.0,1034.0,GasA,5,Y,SBrkr,1050.0,1028.0,0.0,2078.0,1,0,2,1,3,1,4,8,6,1,4,Attchd,2008.0,3,3,836.0,3,3,2,0.0,102.0,0.0,0.0,0.0,0.0,0,0,0.0,4,2008,New,Partial,339750.0
train,411,20,RL,68.0,9571.0,Pave,0,Lvl,3,Inside,0,Edwards,Norm,Norm,1Fam,1Story,5,3,1958.0,1958.0,Gable,CompShg,BrkComm,Brk Cmn,None,0.0,1,2,CBlock,2,2,1,1,0.0,1,0.0,1276.0,1276.0,GasA,3,Y,FuseA,1276.0,0.0,0.0,1276.0,0,0,1,0,3,1,2,5,2,0,0,Attchd,1958.0,1,1,350.0,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,6,2009,COD,Abnorml,60000.0
train,412,190,RL,100.0,34650.0,Pave,0,Bnk,3,Inside,0,Gilbert,Norm,Norm,2fmCon,1Story,5,5,1955.0,1955.0,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,1,3,CBlock,2,3,2,3,1056.0,1,0.0,0.0,1056.0,GasA,3,N,SBrkr,1056.0,0.0,0.0,1056.0,1,0,1,0,3,1,2,5,6,0,0,Attchd,1955.0,3,2,572.0,3,3,2,264.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,2006,WD,Normal,145000.0
train,413,20,FV,78.0,4403.0,Pave,2,Lvl,3,Inside,0,Somerst,Norm,Norm,1Fam,1Story,7,5,2009.0,2009.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,432.0,3,3,PConc,4,3,3,6,578.0,1,0.0,892.0,1470.0,GasA,5,Y,SBrkr,1478.0,0.0,0.0,1478.0,1,0,2,1,2,1,3,7,6,1,4,Attchd,2009.0,3,2,484.0,3,3,2,0.0,144.0,0.0,0.0,0.0,0.0,0,0,0.0,6,2010,New,Partial,222000.0
train,414,30,RM,56.0,8960.0,Pave,0,Lvl,3,Inside,0,OldTown,Artery,Norm,1Fam,1Story,5,6,1927.0,1950.0,Gable,CompShg,WdShing,Wd Shng,None,0.0,1,3,CBlock,2,3,1,1,0.0,1,0.0,1008.0,1008.0,GasA,4,Y,FuseA,1028.0,0.0,0.0,1028.0,0,0,1,0,2,1,2,5,6,1,4,Detchd,1927.0,1,2,360.0,3,3,2,0.0,0.0,130.0,0.0,0.0,0.0,0,0,0.0,3,2010,WD,Normal,115000.0
train,415,60,RL,59.0,11228.0,Pave,2,Lvl,3,CulDSac,0,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,PConc,3,3,1,4,50.0,6,531.0,499.0,1080.0,GasA,5,Y,SBrkr,1080.0,1017.0,0.0,2097.0,0,1,2,1,3,1,3,9,6,1,3,Attchd,1993.0,1,3,678.0,3,3,2,196.0,187.0,0.0,0.0,0.0,0.0,0,0,0.0,12,2008,WD,Normal,228000.0
train,416,20,RL,73.0,8899.0,Pave,1,Lvl,3,Inside,0,Gilbert,Norm,Norm,1Fam,1Story,7,5,2007.0,2007.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,PConc,3,3,3,6,24.0,1,0.0,1316.0,1340.0,GasA,5,Y,SBrkr,1340.0,0.0,0.0,1340.0,0,0,2,0,3,1,3,6,6,0,0,Attchd,2007.0,3,2,396.0,3,3,2,100.0,30.0,0.0,0.0,0.0,0.0,0,0,0.0,8,2007,New,Partial,181134.0
train,417,60,RL,74.0,7844.0,Pave,0,Lvl,3,Inside,0,Sawyer,Norm,Norm,1Fam,2Story,6,7,1978.0,1978.0,Hip,CompShg,HdBoard,HdBoard,BrkFace,203.0,1,3,CBlock,2,3,1,5,209.0,1,0.0,463.0,672.0,GasA,3,Y,SBrkr,672.0,728.0,0.0,1400.0,0,0,1,1,3,1,2,6,6,1,3,Attchd,1978.0,3,2,440.0,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,3,2006,WD,Normal,149500.0
train,418,70,RL,86.0,22420.0,Pave,1,Lvl,3,Inside,0,Crawfor,Feedr,Norm,1Fam,2Story,6,6,1918.0,1950.0,Hip,CompShg,Wd Sdng,Stucco,None,0.0,1,3,BrkTil,3,3,1,4,1128.0,1,0.0,242.0,1370.0,GasW,3,N,FuseA,1370.0,1254.0,0.0,2624.0,1,0,2,1,4,1,2,10,6,1,4,Detchd,1918.0,1,3,864.0,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,11,2007,WD,Normal,239000.0
train,419,50,RL,60.0,8160.0,Pave,0,Lvl,3,Inside,0,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1940.0,1950.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,1,3,BrkTil,2,3,1,5,312.0,1,0.0,444.0,756.0,GasA,2,N,FuseF,756.0,378.0,0.0,1134.0,1,0,1,1,3,1,2,7,6,0,0,Detchd,1940.0,1,1,240.0,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,4,2007,WD,AdjLand,126000.0
train,420,20,RL,65.0,8450.0,Pave,0,Lvl,3,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,6,1968.0,1968.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,1,3,CBlock,2,3,1,4,775.0,1,0.0,281.0,1056.0,GasA,5,Y,SBrkr,1056.0,0.0,0.0,1056.0,1,0,1,0,3,1,2,6,6,1,2,Attchd,1968.0,1,1,304.0,3,3,2,0.0,85.0,184.0,0.0,0.0,0.0,0,0,0.0,7,2010,WD,Normal,142000.0
train,421,90,RM,78.0,7060.0,Pave,0,Lvl,3,Inside,0,Mitchel,Norm,Norm,Duplex,SFoyer,7,5,1997.0,1998.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,200.0,1,4,PConc,3,4,4,6,1309.0,1,0.0,35.0,1344.0,GasA,5,Y,SBrkr,1344.0,0.0,0.0,1344.0,2,0,2,0,2,2,2,8,6,0,0,Attchd,1997.0,3,4,784.0,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,11,2008,WD,Alloca,206300.0
train,422,20,RL,78.0,16635.0,Pave,1,Lvl,3,FR2,0,NWAmes,Norm,Norm,1Fam,1Story,6,7,1977.0,2000.0,Gable,CompShg,CemntBd,CmentBd,BrkFace,126.0,2,3,CBlock,3,3,1,5,1246.0,1,0.0,356.0,1602.0,GasA,4,Y,SBrkr,1602.0,0.0,0.0,1602.0,0,1,2,0,3,1,3,8,6,1,3,Attchd,1977.0,3,2,529.0,3,3,2,240.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,6,2009,WD,Normal,215000.0
train,423,20,RL,100.0,21750.0,Pave,0,HLS,3,Inside,1,Mitchel,Artery,Norm,1Fam,1Story,5,5,1954.0,1954.0,Hip,CompShg,HdBoard,HdBoard,None,0.0,1,3,CBlock,2,3,1,1,0.0,1,0.0,988.0,988.0,GasA,5,Y,FuseA,988.0,0.0,0.0,988.0,0,0,1,0,2,1,2,4,6,0,0,Attchd,1954.0,2,2,520.0,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2,2008,WD,Normal,113000.0
train,424,60,RL,80.0,9200.0,Pave,0,Lvl,3,Inside,0,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998.0,1998.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,473.0,2,3,PConc,3,3,1,6,986.0,1,0.0,484.0,1470.0,GasA,4,Y,SBrkr,1470.0,1160.0,0.0,2630.0,1,0,2,1,4,1,3,8,6,1,3,Attchd,1998.0,3,3,696.0,3,3,2,0.0,66.0,0.0,0.0,0.0,0.0,0,0,0.0,6,2008,WD,Normal,315000.0
train,425,20,RL,72.0,9000.0,Pave,0,Lvl,3,Inside,0,NAmes,Norm,Norm,1Fam,1Story,6,5,1956.0,1956.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,74.0,1,3,CBlock,3,3,1,2,616.0,1,0.0,580.0,1196.0,GasA,4,Y,FuseA,1196.0,0.0,0.0,1196.0,1,0,1,0,2,1,2,6,6,1,4,Attchd,1956.0,2,1,297.0,3,3,2,0.0,44.0,0.0,0.0,0.0,0.0,0,0,0.0,5,2008,WD,Normal,139000.0
train,426,60,RM,60.0,3378.0,Pave,0,HLS,3,Inside,0,OldTown,Norm,Norm,1Fam,2Story,7,8,1946.0,1992.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,1,4,CBlock,2,3,1,1,0.0,1,0.0,651.0,651.0,GasA,4,Y,SBrkr,707.0,682.0,0.0,1389.0,0,0,1,1,3,1,2,6,6,2,4,Attchd,1947.0,1,1,240.0,3,3,1,0.0,0.0,126.0,0.0,0.0,0.0,0,0,0.0,9,2009,WD,Normal,135000.0
train,427,80,RL,125.0,12800.0,Pave,0,Low,3,Inside,1,SawyerW,Norm,Norm,1Fam,SLvl,7,5,1989.0,1989.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,145.0,2,3,PConc,3,3,4,6,1518.0,1,0.0,0.0,1518.0,GasA,4,Y,SBrkr,1644.0,0.0,0.0,1644.0,1,1,2,0,2,1,3,5,6,1,3,Attchd,1989.0,3,2,569.0,3,3,2,80.0,0.0,0.0,0.0,396.0,0.0,0,0,0.0,8,2009,WD,Normal,275000.0
train,428,20,RL,77.0,8593.0,Pave,1,Lvl,3,Inside,0,NAmes,Norm,Norm,1Fam,1Story,4,6,1957.0,1957.0,Hip,CompShg,MetalSd,MetalSd,None,0.0,1,3,CBlock,2,3,1,3,288.0,1,0.0,619.0,907.0,GasA,5,Y,SBrkr,907.0,0.0,0.0,907.0,0,0,1,0,3,1,2,5,6,0,0,Attchd,1964.0,1,1,352.0,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,7,2008,WD,Normal,109008.0
train,429,20,RL,64.0,6762.0,Pave,0,Lvl,3,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007.0,2007.0,Gable,CompShg,VinylSd,VinylSd,Stone,108.0,2,3,PConc,3,3,1,6,664.0,1,0.0,544.0,1208.0,GasA,5,Y,SBrkr,1208.0,0.0,0.0,1208.0,1,0,2,0,2,1,3,6,6,0,0,Attchd,2007.0,2,2,628.0,3,3,2,105.0,54.0,0.0,0.0,0.0,0.0,0,0,0.0,9,2007,New,Partial,195400.0
train,430,20,RL,130.0,11457.0,Pave,1,Lvl,3,Corner,0,Timber,Norm,Norm,1Fam,1Story,6,5,1988.0,1988.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,1,3,CBlock,3,3,2,6,1005.0,1,0.0,387.0,1392.0,GasA,3,Y,SBrkr,1412.0,0.0,0.0,1412.0,1,0,2,0,3,1,3,6,6,1,3,Attchd,1988.0,1,2,576.0,3,3,2,0.0,0.0,169.0,0.0,0.0,0.0,0,0,0.0,3,2009,WD,Normal,175000.0
