split,Id,MSSubClass,MSZoning,Neighborhood,LandContour,LotConfig,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,Foundation,Heating,CentralAir,Electrical,GarageType,SaleType,SaleCondition,OverallQual,OverallCond,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,KitchenAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageFinish,GarageCars,GarageQual,GarageCond,LotShape,Fence,LandSlope,PavedDrive,PoolQC,MoSold,YrSold,YearBuilt,YearRemodAdd,GarageYrBlt,GrLivArea,GarageArea,LotFrontage,LotArea,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,SalePrice
train,757,60,RL,CollgCr,Lvl,Inside,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,WD,Normal,8,5,2,3,3,3,3,6,1,5,0,0,2,1,3,7,1,3,6,0,0,2,2,3,3,1,0,0,2,0,4,2009,2007,2007,2007,1768.0,578.0,68.0,10769.0,0.0,20.0,0.0,846.0,866.0,866.0,902.0,0.0,144.0,105.0,0.0,0.0,0.0,0.0,212000.0
train,758,60,RL,Sawyer,Lvl,CulDSac,Norm,Norm,1Fam,2Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,WD,Abnorml,6,5,1,3,2,3,2,3,1,3,0,0,2,1,3,6,1,2,6,1,3,3,2,3,3,1,4,0,2,0,4,2010,1978,1978,1978,1386.0,440.0,52.0,11616.0,328.0,438.0,0.0,234.0,672.0,672.0,714.0,0.0,335.0,0.0,0.0,0.0,0.0,0.0,158900.0
train,759,160,FV,Somerst,Lvl,Inside,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,SBrkr,Detchd,WD,Normal,7,5,1,3,3,3,1,5,1,4,0,0,2,1,3,6,1,2,6,0,0,1,2,3,3,0,0,0,2,0,8,2008,1999,1999,1999,1501.0,440.0,24.0,2280.0,360.0,549.0,0.0,195.0,744.0,757.0,744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179400.0
train,760,60,RL,NoRidge,Lvl,Inside,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,WD,Normal,8,5,2,3,3,3,3,2,5,5,0,0,2,1,4,9,1,3,6,1,3,2,3,3,3,1,0,0,2,0,11,2007,1995,1995,1995,2531.0,752.0,65.0,12257.0,513.0,56.0,64.0,1198.0,1318.0,1328.0,1203.0,0.0,222.0,98.0,0.0,0.0,0.0,0.0,290000.0
train,761,20,RL,NAmes,Lvl,Inside,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,Detchd,WD,Normal,6,6,1,3,2,3,1,3,1,5,0,0,1,0,2,5,1,2,6,0,0,1,1,5,5,0,0,0,2,0,10,2009,1959,1959,2008,864.0,300.0,70.0,9100.0,0.0,612.0,0.0,252.0,864.0,864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127500.0
train,762,30,RM,BrkSide,Lvl,FR2,Feedr,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,PConc,GasA,Y,SBrkr,Detchd,WD,Normal,5,5,1,3,2,3,2,2,1,3,0,0,1,0,2,5,1,1,5,0,0,1,2,3,3,0,0,0,2,0,10,2009,1924,1950,1965,1301.0,440.0,60.0,6911.0,0.0,405.0,0.0,740.0,1145.0,1301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
train,763,60,FV,Somerst,Lvl,Inside,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Con,Normal,7,5,1,3,3,3,2,6,1,5,0,0,2,1,3,7,1,3,6,0,0,1,2,3,3,0,0,0,2,0,6,2010,2009,2009,2009,1547.0,614.0,72.0,8640.0,0.0,24.0,0.0,732.0,756.0,764.0,783.0,0.0,169.0,45.0,0.0,0.0,0.0,0.0,215200.0
train,764,60,RL,NoRidge,Lvl,Inside,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,WD,Normal,8,5,2,3,3,3,2,6,1,5,1,0,2,1,3,8,1,3,6,1,4,2,3,3,3,0,0,0,2,0,7,2009,1999,1999,1999,2365.0,856.0,82.0,9430.0,673.0,1163.0,0.0,89.0,1252.0,1268.0,1097.0,0.0,0.0,128.0,0.0,0.0,180.0,0.0,337000.0
train,765,120,RL,Veenker,Lvl,CulDSac,Norm,Norm,TwnhsE,1Story,Hip,CompShg,BrkFace,BrkFace,None,PConc,GasA,Y,SBrkr,Attchd,WD,Normal,8,5,2,4,3,4,3,2,6,5,1,0,1,1,2,6,1,4,6,1,4,3,2,3,3,1,0,0,2,0,4,2006,1995,1996,1995,1494.0,481.0,30.0,9549.0,0.0,437.0,1057.0,0.0,1494.0,1494.0,0.0,0.0,0.0,30.0,0.0,0.0,216.0,0.0,270000.0
train,766,20,RL,Somerst,Lvl,Inside,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Attchd,New,Partial,9,5,2,3,3,3,1,1,1,5,0,0,2,0,2,6,1,4,6,1,4,3,2,3,3,1,0,0,2,0,8,2008,2008,2008,2008,1506.0,592.0,75.0,14587.0,284.00000000000006,0.0,0.0,1498.0,1498.0,1506.0,0.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0,264132.0
train,767,60,RL,NWAmes,Lvl,Inside,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,WD,Normal,7,5,1,3,3,3,1,6,1,3,0,0,2,1,3,7,1,2,6,1,3,1,2,3,3,0,1,0,2,0,3,2010,1988,1988,1988,1714.0,496.0,80.0,10421.0,42.0,394.0,0.0,586.0,980.0,980.0,734.0,0.0,228.0,66.0,156.0,0.0,0.0,0.0,196500.0
train,768,50,RL,Mitchel,Lvl,Inside,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,SBrkr,Attchd,WD,Normal,6,7,1,3,3,3,2,5,1,5,1,0,2,0,4,7,1,2,2,0,0,1,1,3,3,1,0,0,2,0,7,2008,1940,1985,1989,1750.0,423.0,75.0,12508.0,0.0,660.0,0.0,323.0,983.0,983.0,767.0,0.0,245.0,0.0,156.0,0.0,0.0,0.0,160000.0
train,769,20,RL,CollgCr,Lvl,Inside,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,WD,Normal,7,5,2,3,3,3,1,6,1,5,0,0,2,0,3,8,1,3,6,1,4,3,2,3,3,0,0,0,2,0,10,2006,2004,2005,2004,1836.0,484.0,70.0,9100.0,0.0,24.0,0.0,1836.0,1860.0,1836.0,0.0,0.0,120.0,33.0,0.0,0.0,0.0,0.0,216837.0
train,770,60,RL,StoneBr,HLS,CulDSac,Norm,Norm,1Fam,2Story,Hip,CompShg,CemntBd,Wd Shng,BrkFace,PConc,GasA,Y,SBrkr,BuiltIn,WD,Normal,8,5,3,3,3,3,4,5,1,5,1,0,3,1,4,12,1,4,2,1,4,3,3,3,3,2,0,1,2,0,6,2010,2003,2003,2003,3279.0,841.0,47.0,53504.0,603.0,1416.0,0.0,234.0,1650.0,1690.0,1589.0,0.0,503.0,36.0,0.0,0.0,210.0,0.0,538000.0
train,771,85,RL,Sawyer,Lvl,CulDSac,Norm,Norm,1Fam,SFoyer,Hip,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,Detchd,WD,Normal,5,5,1,3,3,3,3,6,1,3,1,0,1,0,2,5,1,2,6,0,0,1,2,3,3,1,0,0,2,0,4,2009,1982,1982,1983,858.0,576.0,43.0,7252.0,0.0,685.0,0.0,173.0,858.0,858.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,134900.0
train,772,20,RL,Edwards,Lvl,Inside,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,FuseF,Detchd,COD,Normal,4,5,1,3,1,2,1,2,1,3,0,0,1,0,2,6,1,2,6,0,0,1,2,3,3,0,0,0,2,0,4,2006,1951,1951,1951,1220.0,396.0,67.0,8877.0,0.0,836.0,0.0,0.0,836.0,1220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102000.0
train,773,80,RL,Edwards,Lvl,Inside,Norm,Norm,1Fam,SLvl,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,Y,SBrkr,Detchd,WD,Abnorml,6,5,1,3,2,3,3,5,4,3,1,0,1,0,3,6,1,2,6,1,3,1,2,3,3,0,1,0,2,0,3,2010,1976,1976,1976,1117.0,672.0,94.0,7819.0,0.0,422.0,127.0,480.0,1029.0,1117.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,107000.0
train,774,20,RL,NAmes,Lvl,Inside,Feedr,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,FuseA,Attchd,COD,Normal,5,5,1,3,2,3,1,3,1,5,0,0,1,0,2,5,1,2,6,0,0,2,1,3,3,0,0,0,2,0,7,2007,1958,1958,1958,912.0,275.0,70.0,10150.0,1.0,456.0,0.0,456.0,912.0,912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114500.0
train,775,20,RL,NridgHt,Lvl,Corner,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Attchd,New,Partial,8,5,2,3,3,3,3,1,1,4,0,0,2,0,3,9,1,3,6,1,4,3,3,3,3,0,0,0,2,0,7,2007,2006,2006,2006,1973.0,895.0,110.0,14226.0,375.0,0.0,0.0,1935.0,1935.0,1973.0,0.0,0.0,315.0,45.0,0.0,0.0,0.0,0.0,395000.0
train,776,120,RM,Mitchel,Lvl,FR2,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,WD,Normal,6,5,1,3,4,3,1,6,1,5,1,0,2,0,2,5,1,2,6,0,0,3,2,3,3,0,0,0,2,0,6,2009,1998,1998,1998,1204.0,412.0,32.0,4500.0,320.0,866.0,0.0,338.0,1204.0,1204.0,0.0,0.0,0.0,247.0,0.0,0.0,0.0,0.0,162000.0
train,777,20,RL,CollgCr,Lvl,Inside,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Attchd,New,Partial,7,5,2,3,3,3,3,6,1,5,0,0,2,0,3,7,1,3,6,0,0,2,3,3,3,1,0,0,2,0,7,2006,2005,2006,2005,1614.0,865.0,86.0,11210.0,240.0,20.0,0.0,1594.0,1614.0,1614.0,0.0,0.0,144.0,59.0,0.0,0.0,0.0,0.0,221500.0
train,778,20,RL,Sawyer,Lvl,Inside,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,Plywood,None,CBlock,GasA,Y,SBrkr,Attchd,WD,Normal,5,5,1,3,2,3,1,5,1,3,1,0,1,0,3,5,1,2,6,1,2,1,2,3,3,1,1,0,2,0,6,2006,1974,1974,1974,894.0,440.0,100.0,13350.0,0.0,762.0,0.0,102.0,864.0,894.0,0.0,0.0,241.0,0.0,0.0,0.0,0.0,0.0,142500.0
train,779,90,RH,SawyerW,Lvl,Inside,Feedr,Norm,Duplex,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,Slab,GasA,Y,SBrkr,Detchd,WD,Normal,5,5,1,3,0,0,0,0,0,3,0,0,2,0,4,10,2,2,6,2,3,1,2,3,3,0,0,0,2,0,10,2007,1977,1977,1977,2020.0,630.0,60.0,8400.0,320.0,0.0,0.0,0.0,0.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144000.0
train,780,90,RL,Mitchel,Lvl,Inside,Norm,Norm,Duplex,SFoyer,Gable,CompShg,Plywood,ImStucc,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,WD,Normal,6,5,1,3,3,3,4,6,1,3,1,0,1,0,2,4,1,2,6,0,0,1,2,3,3,0,0,0,2,0,5,2006,1977,1977,1977,1004.0,504.0,78.0,10530.0,90.0,975.0,0.0,0.0,975.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135000.0
train,781,20,RL,Gilbert,Lvl,Inside,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,PConc,GasA,Y,SBrkr,Attchd,WD,Normal,7,5,1,3,3,4,1,1,1,4,0,0,2,0,3,6,1,2,6,1,3,3,2,3,3,0,0,0,2,0,6,2007,1995,1996,1995,1253.0,402.0,63.0,7875.0,38.0,0.0,0.0,1237.0,1237.0,1253.0,0.0,0.0,220.0,21.0,0.0,0.0,0.0,0.0,176000.0
train,782,60,RL,SawyerW,Lvl,Inside,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,WD,Normal,6,5,2,4,3,3,1,5,1,5,0,0,2,1,3,7,1,3,6,0,0,2,2,3,3,0,0,0,2,0,7,2006,1992,1992,1992,1603.0,484.0,65.0,7153.0,0.0,387.0,0.0,374.0,761.0,810.0,793.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,175900.0
train,783,20,RL,CollgCr,Lvl,Inside,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,WD,Normal,7,5,2,3,3,3,1,1,1,5,0,0,2,0,3,6,1,3,6,0,0,2,2,3,3,2,0,0,2,0,6,2009,2001,2002,2001,1430.0,605.0,67.0,16285.0,0.0,0.0,0.0,1413.0,1413.0,1430.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,187100.0
train,784,85,RL,Mitchel,Lvl,Corner,Norm,Norm,1Fam,SFoyer,Gable,CompShg,Plywood,Plywood,BrkFace,PConc,GasA,Y,SBrkr,Attchd,WD,Normal,5,6,1,4,3,3,3,6,1,5,1,0,1,0,1,4,1,3,6,1,3,3,2,3,3,1,0,0,2,0,7,2009,1978,1978,1978,1110.0,602.0,102.0,9101.0,104.0,1097.0,0.0,0.0,1097.0,1110.0,0.0,0.0,303.0,30.0,0.0,0.0,0.0,0.0,165500.0
train,785,75,RM,OldTown,Lvl,Inside,Norm,Norm,1Fam,2.5Unf,Gable,CompShg,Wd Sdng,Wd Shng,None,CBlock,GasA,Y,SBrkr,Detchd,WD,Normal,6,6,1,3,2,3,1,1,1,5,0,0,2,0,3,9,1,2,6,1,4,0,0,0,0,0,0,0,2,0,6,2008,1914,2001,1896,1484.0,0.0,35.0,6300.0,0.0,0.0,0.0,742.0,742.0,742.0,742.0,0.0,0.0,291.0,134.0,0.0,0.0,0.0,128000.0
train,786,20,RL,NWAmes,Lvl,Inside,Feedr,Norm,1Fam,1Story,Gable,CompShg,BrkFace,Wd Sdng,None,CBlock,GasA,Y,SBrkr,Attchd,WD,Normal,6,5,1,3,2,3,1,3,2,3,0,0,2,0,3,7,1,2,6,1,4,1,2,3,3,0,0,0,2,0,9,2009,1967,1967,1967,1342.0,457.0,72.0,9790.0,0.0,251.0,630.0,491.0,1372.0,1342.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,0.0,161500.0
train,787,50,RM,OldTown,Lvl,Inside,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Y,SBrkr,Detchd,WD,Normal,5,6,1,4,1,3,1,2,1,3,1,0,2,0,4,7,1,2,6,0,0,1,1,3,3,0,0,0,2,0,6,2010,1915,1950,1961,1652.0,416.0,60.0,10800.0,0.0,686.0,0.0,0.0,686.0,966.0,686.0,0.0,0.0,0.0,196.0,0.0,0.0,0.0,139000.0
train,788,60,RL,SawyerW,Lvl,Inside,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,BuiltIn,WD,Normal,7,5,2,3,3,3,1,6,1,5,1,0,2,1,4,8,1,3,6,0,0,2,2,3,3,1,0,0,2,0,1,2010,2004,2004,2004,2084.0,618.0,76.0,10142.0,0.0,656.0,0.0,300.0,956.0,956.0,1128.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,233000.0
train,789,20,RM,OldTown,Lvl,Corner,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,Detchd,WD,Normal,4,7,1,3,2,3,1,1,1,5,0,0,1,0,2,4,1,2,6,0,0,1,1,2,3,0,0,0,2,0,8,2008,1954,2000,1954,901.0,281.0,50.0,6000.0,0.0,0.0,0.0,901.0,901.0,901.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107900.0
train,790,60,RL,ClearCr,Low,Inside,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,WD,Normal,6,8,1,3,2,2,4,2,1,4,0,0,2,1,5,9,1,3,6,0,0,3,2,3,3,1,0,0,2,0,7,2007,1966,2007,1966,2087.0,444.0,92.0,12205.0,157.0,568.0,0.0,264.0,832.0,976.0,1111.0,0.0,133.0,168.0,0.0,0.0,0.0,0.0,187500.0
train,791,120,RL,Blmngtn,Lvl,Inside,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,WD,Normal,7,5,2,3,3,3,1,6,1,5,0,0,2,0,2,5,1,3,6,1,4,3,2,3,3,0,0,0,2,0,9,2009,2005,2006,2005,1145.0,397.0,43.0,3182.0,11.0,16.0,0.0,1129.0,1145.0,1145.0,0.0,0.0,100.0,16.0,0.0,0.0,0.0,0.0,160200.0
train,792,80,RL,Mitchel,Lvl,Corner,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,SBrkr,Attchd,WD,Normal,6,5,1,3,3,3,3,5,1,3,1,0,1,0,3,5,1,2,6,2,3,2,2,3,3,1,0,0,2,0,5,2007,1976,1976,1976,1062.0,539.0,75.0,11333.0,0.0,539.0,0.0,490.0,1029.0,1062.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,146800.0
train,793,60,RL,NoRidge,Lvl,CulDSac,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Y,SBrkr,Attchd,WD,Normal,7,5,2,3,3,3,3,6,1,5,1,0,2,1,3,8,1,2,6,1,3,1,2,3,3,1,0,0,2,0,6,2007,1996,1997,1997,2013.0,455.0,92.0,9920.0,0.0,862.0,0.0,255.0,1117.0,1127.0,886.0,0.0,180.0,130.0,0.0,0.0,0.0,0.0,269790.0
train,794,20,RL,Somerst,Lvl,Inside,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,Stone,PConc,GasA,Y,SBrkr,Attchd,New,Partial,8,5,2,3,3,3,3,1,1,5,0,0,2,0,3,7,1,3,6,0,0,3,2,3,3,0,0,0,2,0,6,2007,2007,2007,2007,1496.0,474.0,76.0,9158.0,140.0,0.0,0.0,1496.0,1496.0,1496.0,0.0,0.0,168.0,130.0,0.0,0.0,0.0,0.0,225000.0
train,795,60,RL,Gilbert,Lvl,Corner,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Y,SBrkr,Attchd,WD,Normal,7,5,2,3,3,3,1,1,1,5,0,0,2,1,3,7,1,3,6,1,3,3,2,3,3,1,0,0,2,0,10,2008,1994,1996,1994,1895.0,409.0,80.0,10832.0,0.0,0.0,0.0,712.0,712.0,1086.0,809.0,0.0,143.0,46.0,0.0,0.0,0.0,0.0,194500.0
train,796,60,RL,SawyerW,Lvl,Inside,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,WD,Normal,6,6,1,3,3,3,1,1,1,3,0,0,2,1,3,7,1,2,6,1,3,1,2,3,3,0,1,0,2,0,4,2010,1980,1981,1980,1564.0,476.0,70.0,8400.0,130.0,0.0,0.0,650.0,650.0,888.0,676.0,0.0,0.0,50.0,0.0,0.0,204.0,0.0,171000.0
train,797,20,RL,Sawyer,Lvl,Inside,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,WD,Normal,6,5,1,3,2,3,1,1,1,5,0,0,1,1,3,7,1,2,6,1,3,2,2,3,3,0,1,0,2,0,4,2007,1977,1977,1977,1285.0,528.0,71.0,8197.0,148.0,0.0,0.0,660.0,660.0,1285.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,143500.0
train,798,20,RL,NAmes,Lvl,Inside,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,SBrkr,Detchd,WD,Abnorml,5,5,1,3,2,3,1,4,1,4,0,0,1,0,2,4,1,2,6,0,0,1,1,3,3,0,0,0,2,0,4,2008,1953,1953,1953,773.0,240.0,57.0,7677.0,0.0,570.0,0.0,203.0,773.0,773.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110000.0
train,799,60,RL,NridgHt,Lvl,Inside,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,BuiltIn,New,Partial,9,5,3,3,4,3,1,1,1,5,0,0,3,1,4,11,1,4,6,2,4,3,3,3,3,0,0,0,2,0,7,2009,2008,2009,2009,3140.0,820.0,104.0,13518.0,860.0,0.0,0.0,1926.0,1926.0,1966.0,1174.0,0.0,144.0,78.0,0.0,0.0,0.0,0.0,485000.0
train,800,50,RL,SWISU,Lvl,Corner,Feedr,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,BrkTil,GasA,Y,SBrkr,Detchd,WD,Normal,5,7,1,3,3,3,1,5,1,5,1,0,1,1,3,7,1,3,6,2,3,1,1,3,3,0,1,0,2,0,6,2007,1937,1950,1939,1768.0,240.0,60.0,7200.0,252.0,569.0,0.0,162.0,731.0,981.0,787.0,0.0,0.0,0.0,264.0,0.0,0.0,0.0,175000.0
train,801,60,RL,ClearCr,HLS,Inside,Feedr,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,WD,Normal,6,5,1,3,3,3,4,6,1,4,1,0,2,1,4,8,1,3,6,0,0,2,2,3,3,1,0,1,2,0,5,2008,1997,1997,1997,1688.0,603.0,79.0,12798.0,0.0,462.0,0.0,154.0,616.0,616.0,1072.0,0.0,403.0,114.0,185.0,0.0,0.0,0.0,200000.0
train,802,30,RM,IDOTRR,Lvl,Inside,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,FuseA,Detchd,WD,Normal,4,7,1,3,2,3,1,2,1,5,1,0,1,0,2,5,1,2,6,0,0,1,2,3,3,0,0,0,2,0,7,2007,1916,1990,1957,1196.0,440.0,40.0,4800.0,0.0,197.0,0.0,999.0,1196.0,1196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109900.0
train,803,60,RL,CollgCr,Lvl,Inside,Norm,Norm,1Fam,2Story,Gable,CompShg,WdShing,Wd Shng,None,PConc,GasA,Y,SBrkr,Attchd,WD,Normal,7,5,2,3,3,3,3,6,1,5,1,0,2,1,3,7,1,3,6,1,4,3,2,3,3,0,0,0,2,0,10,2008,2005,2005,2005,1456.0,410.0,63.0,8199.0,0.0,648.0,0.0,80.0,728.0,728.0,728.0,0.0,36.0,18.0,0.0,0.0,0.0,0.0,189000.0
train,804,60,RL,NridgHt,Lvl,Inside,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,BuiltIn,New,Partial,9,5,3,3,4,3,4,1,1,5,0,0,3,1,4,12,1,4,6,1,4,2,3,3,3,0,0,0,2,0,1,2009,2008,2009,2009,2822.0,1020.0,107.0,13891.0,424.0,0.0,0.0,1734.0,1734.0,1734.0,1088.0,0.0,52.0,170.0,0.0,0.0,192.0,0.0,582933.0
train,805,20,RL,NAmes,Lvl,Inside,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,Attchd,WD,Family,5,5,1,3,2,3,1,2,1,3,0,0,1,0,2,5,1,2,5,0,0,1,1,3,3,0,3,0,2,0,6,2006,1954,1954,1954,1128.0,286.0,75.0,9000.0,0.0,812.0,0.0,124.0,936.0,1128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118000.0
train,806,20,RL,Somerst,Lvl,FR2,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Attchd,New,Partial,7,5,2,3,3,3,1,1,1,5,0,0,2,0,3,6,1,4,6,0,0,2,2,3,3,1,0,0,2,0,7,2008,2008,2008,2008,1428.0,554.0,91.0,12274.0,256.0,0.0,0.0,1417.0,1417.0,1428.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,227680.0
train,807,80,RL,NAmes,Lvl,Inside,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,WD,Normal,5,5,1,3,2,3,3,5,3,4,0,0,2,0,3,6,1,2,6,0,0,3,1,3,3,0,0,0,2,0,10,2006,1967,1967,1967,980.0,384.0,75.0,9750.0,0.0,400.0,480.0,100.0,980.0,980.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,135500.0
train,808,70,RL,BrkSide,Lvl,Inside,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,Attchd,WD,Normal,5,6,1,3,2,3,4,6,1,5,2,0,1,1,3,6,1,3,6,1,3,2,2,3,3,0,0,0,2,0,5,2009,1923,2004,1923,1576.0,528.0,144.0,21384.0,0.0,1309.0,0.0,15.0,1324.0,1072.0,504.0,0.0,0.0,312.0,0.0,0.0,0.0,0.0,223500.0
train,809,80,RL,NAmes,Lvl,Inside,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,WD,Normal,5,5,1,3,2,3,3,5,4,3,1,0,1,0,3,6,1,2,6,1,4,2,2,3,3,0,3,0,2,0,6,2006,1966,1966,1966,1086.0,484.0,85.0,13400.0,1047.0,516.0,128.0,380.0,1024.0,1086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159950.0
